tags: ἕρμαιον ἕρμαιον-2 vocabulaire

θύω|je sacrifie (à un dieu)|<li class="propre"><span style="font-weight: bold">offrir un sacrifice aux dieux</span></li><li>dans Hom. touj. en parl. de farine de fruits, d'offrandes brûlées sur l'autel, etc., non de victimes égorgées&nbsp;; κριθάς, πυρούς, <span class="fr">offrir de l'orge, du froment</span>&nbsp;; <span class="régime">rar. gén.</span> λιϐανωτοῦ τινι, <span class="fr">offrir de l'encens à qqn</span>&nbsp;; ou <span class="régime">avec le dat.</span> θ. τούτῳ ὅ τι ἔχοι ἕκαστος, <span class="fr">offrir un sacrifice avec ce que chacun pouvait avoir</span></li><li><span style="font-weight: bold">offrir une victime en sacrifice</span>&nbsp;: τῷ ἡλίῳ ἵππους, <span class="fr">sacrifier des chevaux au soleil</span>&nbsp;; τινὶ ταῦρον, παῖδα, <span class="fr">sacrifier à qqn un taureau, un enfant</span>&nbsp;; abs. <span style="font-weight: bold">égorger une victime pour un sacrifice</span>&nbsp;; au pass. τὰ θυόμενα, τὰ τεθυμένα, <span class="fr">les parties de la victime offertes en sacrifice</span> (mais τὰ τεθυμένα ἱερά, <span class="fr">le sacrifice offert</span>)</li><li><span style="font-weight: bold">célébrer par un sacrifice</span>&nbsp;: γενέθλια, Λυκαῖα, Ἡράκλεια, γάμους, <span class="fr">célébrer par un sacrifice un anniversaire, les fêtes d'Apollon, d'Hèraklès, un mariage</span>&nbsp;; <span class="régime">avec un double acc.</span>&nbsp;: εὐαγγέλια θύειν ἑκατὸν βοῦς τῇ θεῷ, <span class="fr">célébrer une bonne nouvelle par un sacrifice de cent bœufs à la déesse</span></li><li><span style="font-weight: bold">consulter les dieux en leur offrant un sacrifice</span>&nbsp;: πότερα ἄμεινον εἴη, <span class="fr">pour savoir lequel serait préférable</span></li><li class="étym">Étym. p.-ê. √ indo-europ. <span class="indo-europ">*dhuh₂-</span>, <span style="font-weight: bold">fumer</span>&nbsp;; cf. τύφω, lat. <span class="lat">fūmus</span>, <span class="fr">suf-fiō</span>.</li>

ὁ καρπός, οῦ|le fruit|<li class="propre"><span style="font-weight: bold">fruit</span> de la terre ou des plantes</li><li>p.&thinsp;ext. <span style="font-weight: bold">produit</span> des biens de la terre</li><li><span style="font-weight: bold">grain, graine, semence</span></li><li>fig. <span style="font-weight: bold">revenu, profit</span></li><li>en parl.&thinsp;d'actions&nbsp;: <span style="font-weight: bold">résultat, effet</span>, en b. et en mauv. part</li><li>jointure de la main et du bras, carpe, poignet</li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*kerp-</span>, <span style="font-weight: bold">cueillir</span>&nbsp;; cf. lat. <span class="lat">carpō</span>&nbsp;; deux évolutions sémantiques&nbsp;: <span style="font-weight: bold">ce qui est pris, récolté</span> (fruit) et <span style="font-weight: bold">ce qui prend</span> (main, poignet).</li>

καλός, ή, όν|beau|<li class="propre"><span style="font-weight: bold">beau</span>, en parl.&thinsp;de la beauté physique (de pers. ou de ch.)</li><li>en parl.&thinsp;de la beauté morale, c.&thinsp;à&thinsp;d. beau, <span style="font-weight: bold">noble, honnête, honorable, glorieux</span>&nbsp;; καλὸς καὶ ἀγαθός, ou καλὸς κἀγαθός, primit. de noble naissance, de haut rang / postér. honnête, ce qui est beau et bien, le bien, la vertu</li><li>p.&thinsp;anal. <span style="font-weight: bold">pur, naturel</span>, en parl.&thinsp;de métaux non travaillés (p.&thinsp;opp. à κίϐδηλος)</li><li>p.&thinsp;suite : <span style="font-weight: bold">parfait, achevé, accompli</span></li><li>convenable, d'où&thinsp;: <span style="font-weight: bold">apte à, habile à</span>, <span class="régime">avec πρός et l'acc.</span>&nbsp;; <span class="régime">avec l'inf.</span> κ. τρέχειν, <span class="fr">habile à la course</span></li><li><span style="font-weight: bold">favorable</span>&nbsp;: κ. λιμήν, <span class="fr">port bien situé</span>&nbsp;; κ. ἄνεμος, <span class="fr">vent favorable</span>&nbsp;; ἐν καλῷ (s.&thinsp;e. τόπῳ), <span class="fr">en un lieu favorable</span></li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*kal-</span>, <span style="font-weight: bold">bon</span>&nbsp;; cf. sscr. कल्य kalya (sain, vigoureux, valeureux).</li>

κακός, ή, όν|mauvais|<li class="propre"><span style="font-weight: bold">mauvais</span> particul. en parl.&thinsp;des qualités matérielles ou de l'intelligence</li><li><span style="font-weight: bold">laid</span>&nbsp;: κ. εἶδος, <span class="fr">aspect difforme</span></li><li><span style="font-weight: bold">sordide</span>&nbsp;: κ. εἷμα, <span class="fr">vêtement malpropre, en mauvais état</span></li><li><span style="font-weight: bold">qui n'a pas les qualités propres</span> à telle ou telle chose, <span style="font-weight: bold">défectueux</span> : κ. ἡνίοχος, <span class="fr">mauvais cocher</span>&nbsp;; κ. κυϐερνήτης, <span class="fr">mauvais pilote</span>&nbsp;; κ. ἰατρός, <span class="fr">mauvais médecin</span>&nbsp;; κ. μάγειρος, <span class="fr">mauvais cuisinier</span>&nbsp;; κακὸς γνώμην, <span class="fr">faible d'esprit, irrésolu</span>&nbsp;; <span class="régime">avec un inf.</span> <span style="font-weight: bold">inhabile à</span></li><li>au mor. <span style="font-weight: bold">méchant</span>&nbsp;; p.&thinsp;opp. à ἀγαθός, <span class="fr">bon</span></li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*kak-</span>, <span style="font-weight: bold">mauvais</span>&nbsp;; cf. lat. <span class="lat">caco</span>.</li>

φίλος, η, ον|ami|<li class="propre"><span style="font-weight: bold">aimé, chéri, cher</span>, en parl.&thinsp;de pers. et de ch.</li><li><span style="font-weight: bold">agréable, qui plaît</span>&nbsp;; p.&thinsp;opp. à πικρός</li><li>en poésie, particul. chez Hom., φίλος s'emploie comme équival. de l'adj.&thinsp;poss. mon, ton, son, etc., mais touj. appliqué à des êtres ou à des obj. réputés chers</li><li>subst. ὁ φίλος, <span class="fr">l'ami</span></li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*bʰili-</span>, <span style="font-weight: bold">bon, aimable, aimer</span>&nbsp;; cf. lat. <span class="lat">-bilis</span> (bon à), all. <span class="fr">billig</span> (bon, juste, moral).</li>

ὁ φίλος, ου <span class="quantité">[ῐ]</span>|l'ami|<li class="propre"><span style="font-weight: bold">ami</span></li><li class="étym">Étym. adj.&thinsp;susbt. φίλος, <span class="fr">aimé, chéri, cher</span></li>

φέρω|je porte|<li class="propre"><span style="font-weight: bold">porter qqe ch.</span>&nbsp;: une charge, sur soi ou avec soi (une pierre, un vêtement, des armes, etc.)</li><li>porter en soi, <span style="font-weight: bold">produire</span>&nbsp;: καρπόν, <span class="fr">des fruits</span> / σῖτον, <span class="fr">du blé</span> / ἄμπελοι φέρουσιν οἶνον, <span class="fr">les vignes produisent du vin</span> / abs. αἱ ἄμπελοι φέρουσι, <span class="fr">les vignes produisent</span></li><li>fig. <span style="font-weight: bold">supporter</span>, c.&thinsp;à&thinsp;d. trouver supportable&nbsp;: δούλιον ζυγόν, <span class="fr">le joug de la servitude</span> / κακόν ou κακά, <span class="fr">du mal, des maux</span> / τὰ τῆς τύχης, <span class="fr">les vicissitudes de la fortune</span></li><li>porter d'un lieu à un autre&nbsp;: <span style="font-weight: bold">transporter</span>, faire mouvoir, déplacer, <span style="font-weight: bold">apporter</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*bher-</span>, <span style="font-weight: bold">porter</span>&nbsp;; cf. lat. <span class="lat">ferō</span>, sscr. भरति bhárati, ang. <span class="fr">bear</span>.</li>

καί|et|<li class="propre"><span style="font-weight: bold">et</span> s'emploie dans une même propos. pour unir deux mots de même catégorie (noms, adj., verbes, etc.)&nbsp;; lorsque les deux mots expriment une idée contraire, alors καί équivaut à notre «&nbsp;<span style="font-weight: bold">mais</span>&nbsp;»</li><li>pour unir deux propos., même si les deux propos. expriment une idée contraire</li><li>pour marquer une <span style="font-weight: bold">conséquence</span> de l'idée exprimée dans la première propos.</li><li>pour <span style="font-weight: bold">marquer un rapport de simultanéité</span> entre deux propos.</li><li>et même, même, et de plus, et en outre, et ensuite</li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*kʷe</span>, <span style="font-weight: bold">porter</span>&nbsp;; cf. lat. <span class="lat">-que</span>.</li>

παιδεύω|j'éduque|<li class="propre"><span style="font-weight: bold">élever un enfant</span>, au sens phys.</li><li>p.&thinsp;ext. au sens mor.&nbsp;: élever, <span style="font-weight: bold">instruire, former</span></li><li><span style="font-weight: bold">redresser, réprimander</span>, d'où <span style="font-weight: bold">châtier, punir</span></li><li class="étym">Étym. dénominal de παῖς, <span class="fr">l'enfant</span></li>

λύω <span class="quantité">[ῡ]</span>|je délie|<li class="propre"><span style="font-weight: bold">délier</span></li><ul style="font-size:100%"><li>au propre&nbsp;: τινὰ ἐκ τῶν δεσμῶν ou δεσμῶν, <span class="fr">délivrer qqn de ses liens</span>&nbsp;; ἵππους ἐξ ὀχέων, ἵππους ὑπὲξ ὀχέων, ἵππους ὑφ' ἅρμασιν, <span class="fr">détacher des chevaux d'un char</span>&nbsp;; <span class="régime">avec un seul rég.</span> λ. ἵππους, <span class="fr">délier des chevaux</span>&nbsp;; λ. ζυγόν, <span class="fr">dételer</span>&nbsp;; λ. κλῇθρα, <span class="fr">délier la courroie qui assujettit un verrou, ouvrir un verrou</span>&nbsp;; λ. θώρηκα, <span class="fr">délier une cuirasse</span>&nbsp;; λ. ζώνην, <span class="fr">dénouer une ceinture</span>&nbsp;; fig. λ. στόμα, <span class="fr">délier la bouche, parler librement</span>&nbsp;; <span class="régime">avec le gén. de la partie que l'on délie</span>&nbsp;: λ. τοῦ ποδός, <span class="fr">délier le pied</span>&nbsp;; au pass. ἐλύθη τὰς πέδας, <span class="fr">il se dégagea de ses entraves</span>&nbsp;; prov. p.&thinsp;opp. à ἅπτω&nbsp;: λύουσ' εἴθ' ἅπτουσα, <span class="fr">déliant ou attachant</span>, c.&thinsp;à&thinsp;d. <span style="font-weight: bold">quoi que je fasse</span></li><li>p.&thinsp;ext. <span style="font-weight: bold">lâcher, laisser aller</span>&nbsp;: ἡνίαν, <span class="fr">lâcher la rêne</span>, p.&thinsp;opp. à serrer&nbsp;; λ. τὴν κοιλίαν, <span class="fr">relâcher le ventre</span>&nbsp;; t.&thinsp;de mar. λ. πρύμνας, νεῶν πόδα, <span class="fr">délier la poupe, le pied des navires</span>, c.&thinsp;à&thinsp;d. <span style="font-weight: bold">lever l'ancre</span> (propr. laisser aller le navire)&nbsp;; abs. ἐκ Βενδιδείου, <span class="fr">sortir du port de Bendideion</span></li><li><span style="font-weight: bold">mettre en liberté, délivrer, affranchir</span>&nbsp;: τινά, <span class="fr">qqn</span>&nbsp;; εἱρκτῆς τινα, <span class="fr">faire sortir qqn de prison</span>&nbsp;; λυθεὶς ἀνὴρ ἀντ' ἀνδρός, <span class="fr">prisonniers échangés homme pour homme</span>&nbsp;; λύειν τινὰ ἀποίνων ou χρημάτων, <span class="fr">mettre qqn en liberté moyennant une rançon, une somme d'argent</span>&nbsp;; fig. λ. κακότητος, <span class="fr">délivrer de la maladie</span>&nbsp;; <span class="régime">avec une prép.</span> ἐκ πενθέων λ., λ. ἐκ πόνων, <span class="fr">délivrer de souffrances, d'épreuves pénibles</span>&nbsp;; de même <span class="régime">avec ἀπό et le gén.</span>&nbsp;; qqf. <span class="régime">avec l'acc. de la chose</span>&nbsp;: παράνομον, <span class="fr">excuser une illégalité</span>&nbsp;; φόνῳ φόνον λύειν, <span class="fr">faire expier (litt. délier d') un meurtre par un meurtre</span></li></ul><li class="propre"><span style="font-weight: bold">dissoudre</span></li><ul style="font-size:100%"><li>au propre&nbsp;: κυκλίσκους, <span class="fr">dissoudre des pilules</span></li><li>p.&thinsp;ext. <span style="font-weight: bold">désagréger, rompre, briser</span>&nbsp;: τάξιν, <span class="fr">faire rompre des rangs, un ordre de bataille</span>&nbsp;; ἀγορήν, <span class="fr">dissoudre une assemblée</span>&nbsp;; γέφυραν, <span class="fr">rompre un pont</span>&nbsp;; λελύσθαι ἀπ' ἀλλήλων, <span class="fr">se séparer les uns des autres</span>, en parl. de pers. qui rompent des liens de société&nbsp;; t.&thinsp;de rhét. λύειν ἐπιστολὴν τῇ συντάξει, <span class="fr">écrire une lettre d'un style haché</span>, c.&thinsp;à&thinsp;d. en phrases courtes, détachées les unes des autres, p.&thinsp;opp. à περιοδεύειν&nbsp;; t.&thinsp;de gr. <span style="font-weight: bold">résoudre une syllabe longue en deux brèves</span>&nbsp;; fig. τὸ τέλος βίου, βίον, <span class="fr">terminer (litt. délier) sa vie</span>&nbsp;; γούνατα λ. τινός ou τινί, litt. <span class="fr">délier les genoux de qqn</span>, c.&thinsp;à&thinsp;d. le tuer&nbsp;; μένος τινί, <span class="fr">briser la vie de qqn</span>&nbsp;; au pass. λύεται δέ μου μέλη, <span class="fr">mes membres sont brisés</span>&nbsp;; σὴ δὲ βίη λέλυται, <span class="fr">ta force est brisée</span>&nbsp;; τοῦ δ' αὖθι λύθη ψυχή τε μένος τε, <span class="fr">aussitôt son âme et son courage furent brisés</span>&nbsp;; fig. νόμους, <span class="fr">abroger des lois</span>&nbsp;; σπονδάς, <span class="fr">rompre des traités</span></li><li><span style="font-weight: bold">mettre fin à, achever, terminer</span>&nbsp;: νεῖκος, ἔριν, <span class="fr">mettre fin à une querelle</span></li><li><span style="font-weight: bold">résoudre, expliquer</span>&nbsp;: αἴνιγμα, résoudre une énigme</li><li><span style="font-weight: bold">se libérer de</span>&nbsp;: μαντεῖα, <span class="fr">de la prédiction d'un oracle</span> (par le fait qu'elle s'accomplit)&nbsp;; μισθοῦ, <span class="fr">acquitter</span>, c.&thinsp;à&thinsp;d. payer une part de solde&nbsp;; abs. <span style="font-weight: bold">réfuter un argument, procéder à la réfutation</span>&nbsp;; τέλη, <span class="fr">payer les frais</span> (cf. λυσιτελεῖν), d'où être avantageux&nbsp;; p.&thinsp;suite, abs. λύει, <span class="régime">avec un inf.</span> <span style="font-weight: bold">il est avantageux de</span>&nbsp;; λύει ἄλγος, <span class="fr"></span>la souffrance est utile ; λύει ἐμοί, <span class="régime">avec un inf.</span> <span class="fr">il m'est avantageux de</span>&nbsp;; <span class="régime">avec une prop. inf.</span> <span style="font-weight: bold">il est utile que</span>&nbsp;; au pass. λελύσθαι μοι δοκεῖ καὶ ἡ ἐκείνων ὕϐρις καὶ ἡ ἡμετέρα ὑποψία, <span class="fr">il me semble que tout cela a mis fin à leur insolence et à notre défiance</span>&nbsp;; πᾶς ὁ παρὼν φόϐος λελύσεται, <span class="fr">toute la crainte présente aura été utile</span></li></ul><li>intr. <span style="font-weight: bold">se relâcher</span>&nbsp;: λύτο γούνατα, <span class="fr">ses genoux se dérobèrent sous lui</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*lh₁u-</span>, <span style="font-weight: bold">couper, détacher</span>&nbsp;; cf. lat. <span class="lat">luō, solvō</span>, ang. <span class="fr">loose</span>.</li>

ὁ ταῦρος, ου|le taureau|<li class="propre"><span style="font-weight: bold">taureau</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*táwros</span>, <span style="font-weight: bold">gros bovin (mâle), bœuf gras</span>&nbsp;; cf. lat. <span class="lat">taurus</span>, ang. <span class="fr">steer</span>&nbsp;; il est employé de façon adjectivale dans ταῦρος βοῦς&nbsp;; de là les sens de <span style="font-weight: bold">chose enflée, ronde, turgescente</span>&nbsp;; cf. τυρός, <span class="fr">fromage</span> et βούτυρον, <span class="fr">beurre, gras de bovin</span>.</li>

ὁ τύραννος, ου|le dictateur|<li class="propre"><span style="font-weight: bold">maître absolu, maître tout puissant</span>, en parl.&thinsp;des dieux et des hommes</li><li>p.&thinsp;suite, celui qui usurpe le pouvoir absolu dans un État libre, d'où <span style="font-weight: bold">tyran, despote</span></li>

ὁ πτωχός, οῦ|le mendiant|<li class="propre">litt. <span style="font-weight: bold">qui se blottit ou se cache</span>, d'où <span style="font-weight: bold">humble</span></li><li>p.&thinsp;ext. <span style="font-weight: bold">pauvre, mendiant</span></li><li>p.&thinsp;ext. <span style="font-weight: bold">pauvre en, dépourvu de</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*pteh₂-(k)-</span>, <span style="font-weight: bold">se blottir</span>&nbsp;; cf. πτώσσω, <span class="fr">se blottir de frayeur (&rarr; être épouvanté)</span>, <span class="fr">mendier</span></li>

ὁ πόνος, ου|le labeur|<li class="propre"><span style="font-weight: bold">peine, fatigue, travail fatigant</span></li><li>p.&thinsp;ext. <span style="font-weight: bold">ce qui est produit par le travail</span></li><li><span style="font-weight: bold">peine, souffrance</span> (physique et morale)</li><li class="étym">Étym. déverbal de πένομαι, <span class="fr">accomplir un travail pénible, trimer</span></li>

μόνος, η, ον|seul|<li class="propre"><span style="font-weight: bold">seul, unique</span></li><li><span style="font-weight: bold">solitaire, isolé</span>&nbsp;; <span class="régime">avec un gén.</span> <span style="font-weight: bold">isolé de, privé de</span></li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*men-</span>, <span style="font-weight: bold">petit, coupé</span> (avec, pour le sens de <span class="fr">seul</span>, coupé du monde)&nbsp;; cf. μανός, <span class="fr">rare, clairsemé</span>, lat. <span class="lat">mancus</span> (mutilé, manchot).</li>

ψέγω|je blâme, je critique|<li class="propre"><span style="font-weight: bold">blâmer, reprocher</span>&nbsp;; p.&thinsp;opp. à αἰνεῖν, <span class="fr">louer, approuver</span></li>

μένω|je reste|<li class="propre"><span style="font-weight: bold">demeurer, rester</span></li><li>c.&thinsp;à&thinsp;d. <span style="font-weight: bold">être fixe, stable, sédentaire</span></li><li><span style="font-weight: bold">rester de pied ferme, tenir bon</span>&nbsp;; p.&thinsp;opp. à φεύγειν, <span class="fr">fuir</span> (οὐ μ., <span class="fr">céder</span>)</li><li><span style="font-weight: bold">rester en arrière</span>&nbsp;; οἱ μένοντες, <span class="fr">les traînards</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*men-</span>, <span style="font-weight: bold">rester</span>&nbsp;; cf. lat. <span class="lat">maneō</span>.</li>

λέγω|je dis|<li class="propre"><span style="font-weight: bold">dire, parler</span></li><li>joint à εὖ, <span style="font-weight: bold">parler sensément</span>&nbsp;; p.&thinsp;opp. à parler pour ne rien dire</li><li><span style="font-weight: bold">désigner, nommer clairement</span></li><li>vouloir dire, <span style="font-weight: bold">signifier</span></li><li><span style="font-weight: bold">lire</span> (à haute voix)</li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*leǵ-</span>, <span style="font-weight: bold">énumérer &rarr; dire (l'un après l'autre)</span>&nbsp;; cf. lat. <span class="lat">legō</span>.</li>

κωλύω|j'empêche|<li class="propre"><span style="font-weight: bold">écarter, détourner</span></li><li><span style="font-weight: bold">empêcher</span> qqe ch.</li><li><span style="font-weight: bold">défendre, interdire</span></li><li><span style="font-weight: bold">réprimer, contenir</span></li><li class="étym">Étym. dénominal de *κῶλος qui subsiste sous préfixée dans σκῶλος, <span class="fr">le pieu, l'épine</span>&nbsp;; le lien sémantique avec σκύλλω, <span class="fr">fendre</span> est le même qu'en lat. entre <span class="lat">findo</span> et <span class="lat">defendo</span>.</li>

γιγνώσκω|je connais|<li class="propre"><span style="font-weight: bold">apprendre à connaître</span>, synon. de ἐπιστήμην λαϐεῖν&nbsp;; p.&thinsp;opp. à δοξάζω, <span class="fr">avoir une opinion</span></li><li>p.&thinsp;suite, <span style="font-weight: bold">se rendre compte</span>, d'où&nbsp;: <span style="font-weight: bold">comprendre, reconnaître</span>, distinct de εἰδέναι, <span class="fr">savoir</span></li><li>p.&thinsp;suite, <span style="font-weight: bold">se faire une opinion, juger, penser</span></li><li>en gén. <span style="font-weight: bold">prendre une décision, décider, résoudre</span></li><li>connaître au sens d'<span style="font-weight: bold">avoir des relations intimes</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*ǵneh₃-</span>, <span style="font-weight: bold">connaître</span>, avec redoubl.&nbsp;; cf. lat. <span class="lat">(g)nōscō</span>, ang. <span class="fr">know</span>.</li>

διώκω|je poursuis, je chasse|<li class="propre"><span style="font-weight: bold">faire mouvoir rapidement</span>, en parl.&thinsp;du vent ou des rameurs qui poussent un navire</li><li><span style="font-weight: bold">poursuivre</span>, se mettre à la poursuite de&nbsp;; p.&thinsp;opp. à φεύγειν, <span class="fr">fuir</span></li><li><span style="font-weight: bold">presser, contraindre, violenter</span>, d'où <span style="font-weight: bold">chasser</span></li><li>t.&thinsp;de droit, poursuivre, <span style="font-weight: bold">accuser devant les tribunaux</span>&nbsp;; p.&thinsp;opp. à φεύγειν, <span class="fr">être accusé</span></li><li class="étym">Étym. cf. δίω, <span class="fr">fuir, chasser</span> / δείδω, <span class="fr">craindre</span>&nbsp;; √ indo-europ. <span class="indo-europ">*duei-</span>, <span style="font-weight: bold">craindre</span>&nbsp;; cf. lat. <span class="lat">dirus</span>, sscr. द्वेष्टि dvéṣṭi (haïr).</li>

λάμπω|je brille|<li class="propre"><span style="font-weight: bold">briller, resplendir</span>, en parl.&thinsp;de l'éclat des armes, du soleil, du jour, du feu, de l'éclat des yeux</li><li>p.&thinsp;anal. <span style="font-weight: bold">briller de l'éclat de la jeunesse, de la beauté</span></li><li><span style="font-weight: bold">devenir / être illustre</span></li><li>en parl.&thinsp;de la voix, <span style="font-weight: bold">éclater, résonner avec force</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*leh₂p-</span>, <span style="font-weight: bold">briller</span>.</li>

χρήσιμος, η/ος, ον <span class="quantité">[ῐ]</span>|utile|<li class="propre"><span style="font-weight: bold">qui rend ou peut rendre service</span></li><li><span style="font-weight: bold">utile, profitable, avantageux</span>, en parl.&thinsp;de choses</span></li><li>p.&thinsp;suite, <span style="font-weight: bold">de bonne qualité</span>, en parl.&thinsp;de choses</li><li><span style="font-weight: bold">la sagesse, la prudence</span> en parl.&thinsp;de pers.</li><li>dont on tire parti, <span style="font-weight: bold">utilisé, fréquenté</span>, en parl.&thinsp;d'un lieu sacré</li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li><li class="étym">Étym. de χράομαι, <span class="fr">utiliser</span>.</li>

στέργω|j'aime, je chéris|<li class="propre"><span style="font-weight: bold">aimer tendrement, chérir</span>, particul. en parl.&thinsp;de l'amour des parents pour leurs enfants, de l'amour conjugal, de l'amour fraternel, de l'affection entre amis, etc.</li><li><span style="font-weight: bold">se contenter de, se résigner à, supporter</span></li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*sterg-</span>, <span style="font-weight: bold">couvrir, protéger</span>.</li>

ὁ ἄγγελος, ου|le messager|<li class="propre"><span style="font-weight: bold">qui apporte une nouvelle</span></li><li><span style="font-weight: bold">messager, messagère</span>&nbsp;; p.&thinsp;anal. en parl.&thinsp;d'oiseaux qui annoncent des présages</li><li class="étym">Étym. inconnue, p.-ê. emprunt au vieux perse&nbsp;; cf. ἄγγαρος, <span class="fr">courrier persan</span>.</li>

ὁ κίνδυνος, ου <span class="quantité">[ῡ]</span>|le danger, le péril|<li class="propre"><span style="font-weight: bold">danger, péril</span></li><li>p.&thinsp;suite&nbsp;: <span style="font-weight: bold">guerre, entreprise hasardeuse</span></li>

ὁ ἀδελφός, οῦ|le frère|<li class="propre"><span style="font-weight: bold">frère</span></li><li>p.&thinsp;anal.&nbsp;: en parl.&thinsp;d'un <span style="font-weight: bold">parent</span> en gén.</li><li>homme de la même nation ou de la même tribu</li><li>collègue, confrère</li><li>t.&thinsp;d'affect. en parl.&thinsp;d'un ami</li><li>postér.&nbsp;: membre de la communauté chrétienne (NT)</li><li class="étym">Étym. ἀ- cop. δελφύς, <span class="fr">matrice, utérus</span> &gt; ἀ·δελφός, litt. <span class="fr">né du même sein</span></li>

ὁ κῆπος, ου|le jardin|<li class="propre"><span style="font-weight: bold">jardin</span></li><li>parties de la femme</li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*kap-</span>, <span style="font-weight: bold">lopin</span>.</li>

χαλεπός, ή, όν|pénible|<li class="propre"><span style="font-weight: bold">difficile, malaisé, pénible</span>, en parl.&thinsp;d'actions, d'entreprises</li><li><span style="font-weight: bold">difficile à porter, à supporter</span>&nbsp;: en parl.&thinsp;de cuirasses gênantes, à cause de leur mauvaise fabrication, c.&thinsp;à&thinsp;d. ne s'adaptant pas bien&nbsp;; fig. en parl.&thinsp;de douleurs, d'épreuves, de la vieillesse, de la pauvreté, du malheur, de la maladie, etc.</li><li>p.&thinsp;suite, <span style="font-weight: bold">contraire</span>, en parl.&thinsp;du vent</li><li>fig. dont il est difficile de venir à bout, qui est d'un commerce difficile, insociable&nbsp;; d'où, en gén. <span style="font-weight: bold">désagréable, malveillant</span>, en parl.&thinsp;de divinités, d'hommes, d'animaux (particul. de chiens hargneux, de sangliers, du taureau), des plantes qui épuisent la terre</li><li style="list-style: square">Adj.<style>table, th, td {border: 1px solid lightgrey; border-collapse: collapse} th, td {padding: 5px} th {text-align: left}</style><table><tr><td>classe</td><td>masculin/neutre</td><td>féminin</td></tr><tr class="adj"><td>1<sup>ère</sup></td><td>2<sup>ème</sup> décl.</td><td>1<sup>ère</sup> décl. [ᾱ/<span style="font-weight: bold">η</span>]</td></tr></table></li>

σπεύδω|je me hâte|<li class="propre"><span style="font-weight: bold">presser, hâter</span></li><li>abs. presser, <span style="font-weight: bold">exhorter, exciter</span></li><li>rechercher avec empressement, être ardent pour</li><li class="étym">Étym. √ indo-europ. <span class="indo-europ">*speud-</span>, <span style="font-weight: bold">presser, hâter</span>&nbsp;; cf. ang. <span class="fr">speed</span>.</li>

